YEAR,IMO,NAME,TYPE,GT,LDT,BUILT,LAST_FLAG,PREVIOUS_FLAG,BENEFICIAL_OWNER,BO_COUNTRY,COMMERCIAL_OPERATOR,REGISTERED_OWNER,RO_COUNTRY,PLACE,COUNTRY
2023,7320411,CAPE FLATTERY,Barge Carrier,29508,23606.4,1973,United States Of America,,United States Govt,United States Of America,United States Govt MARAD,United States Govt MARAD,United States Of America,Brownsville,United States of America
2023,8835592,TRIUMPH,Research Survey Vessel,1493,1194.4,1985,United States Of America,,United States Govt,United States Of America,United States Govt MARAD,United States Govt MARAD,United States Of America,Brownsville,United States of America
2023,6815512,CAPE GIRARDEAU,General Cargo Ship,16563,13250.4,1968,United States Of America,,United States Govt,United States Of America,United States Govt MARAD,United States Govt MARAD,United States Of America,Brownsville,United States of America
2023,8638853,WAIALEALE,"Deck Cargo Pontoon, non propelled",8681,6944.8,1991,United States Of America,,Matson Inc,United States Of America,Matson Navigation Co Inc,Matson Navigation Co Inc,United States Of America,Brownsville,United States of America
2023,7304792,CAPE FAREWELL,Barge Carrier,29508,23606.4,1973,United States Of America,,United States Govt,United States Of America,United States Govt MARAD,United States Govt MARAD,United States Of America,Brownsville,United States of America
2023,7617890,HORIZON PACIFIC,Container Ship (Fully Cellular),28219,22575.2,1979,United States Of America,,Pasha Group,United States Of America,Pasha Hawaii Holdings LLC,Sunrise Pacific LLC,United States Of America,Brownsville,United States of America
2023,9205794,IDA,Products Tanker,23370,18696,1999,Palau,China,Changjiang National Shipping,China,Nanjing Tanker Corp,Nanjing Tanker Corp,China,Chittagong,Bangladesh
2023,8323599,YUNG DA FA 102,Refrigerated Cargo Ship,2829,2263.2,1984,Mongolia,Panama,Chen Z,China,Long Capital International Ltd,Long Capital International Ltd,Hong Kong,Chittagong,Bangladesh
2023,9177521,Z STAR,General Cargo Ship,15529,12423.2,1999,Gabon,China,Pingtan Shanghang Shipping Co,China,Pingtan Shanghang Shipping Co,Pingtan Shanghang Shipping Co,China,Chittagong,Bangladesh
2023,9070292,YU HAI,Bulk Carrier,11042,8833.6,1995,Mongolia,China,Pan-Flying Enterprise,China,Pan-Flying Shipping Ltd,Pan-Flying Shipping Ltd,Hong Kong,Chittagong,Bangladesh
2023,8635033,BRAMBLE,"Museum, Stationary",790,632,1944,United States Of America,,Unknown,Unknown,Unknown,Unknown,Unknown,Mobile,United States of America
2023,7363217,POSEIDON,Research Survey Vessel,1412,1129.6,1975,Unknown,Iceland,Unknown,Unknown,Unknown,Unknown,Unknown,Gijon,Spain
2023,8028412,ANNIE HILLINA,Fishing Vessel,2417,1933.6,1981,Germany,,Unknown,Unknown,Parlevliet & van der Plas,Ostbank Hochseefischerei,Germany,Ghent,Belgium
2023,8906846,MURAT BEY,Bulk Carrier,23274,18619.2,1990,Tanzania   ,,Unknown,Unknown,Fams Venture Holdings Inc,Fams Venture Holdings Inc,Marshall Islands,Gadani,Pakistan
2023,8794176,SHUN SHIN,General Cargo Ship,1396,527,2005,Unknown,Mongolia,Unknown,Unknown,You Young Ship Mgmt & Consult,Wise Star Global Ltd,Seychelles,Chittagong,Bangladesh
2023,9117181,LUCKY D,Container Ship (Fully Cellular),17287,13829.6,1996,Comoros,Liberia,Unknown,Unknown,CMA CGM SA The French Line,Luck Shipping Ltd,Marshall Islands,Chittagong,Bangladesh
2023,9055450,YANGO,Container Ship (Fully Cellular),15183,12146.4,1993,Comoros,Panama,Unknown,Unknown,COSCO Shipping Lines Co Ltd,Maxwin Assets Holding Ltd,"Virgin Islands, British",Chittagong,Bangladesh
2023,9106704,HAVEN GUARDER,Bulk Carrier,17075,13660,1995,Panama,,Unknown,Unknown,Elite Guard Shipping Ltd-HKG,Elite Guard Shipping Inc-SEY,Seychelles,Chittagong,Bangladesh
2023,9036806,SHUN,Bulk Carrier,38481,30784.8,1994,St Kitts & Nevis,Panama,Unknown,Unknown,Xingle Shipping HK,Xingle Shipping HK,Hong Kong,Chittagong,Bangladesh
2023,9184914,OCEAN SUCCESS,Bulk Carrier,37695,30156,1998,Panama,,Unknown,Unknown,Grand Voyage Marine Co Ltd,Brave Joy Ltd,Hong Kong,Chittagong,Bangladesh
2023,9117624,LAUREN OCEAN,Bulk Carrier,24608,19686.4,1996,Panama,,Unknown,Unknown,Asia-Euro Ship Management Ltd,Franbo Sino Ltd,Marshall Islands,Chittagong,Bangladesh
2023,8609125,DPL ALYUR,General Cargo Ship,1882,1505.6,1986,Mongolia,Togo,Unknown,Unknown,Dalitora Projects LP,Transmar Business Corp,Panama,Chittagong,Bangladesh
2023,8639792,FAGRI,Cutter Suction Dredger,3550,3204,1985,St Kitts & Nevis,China,ZPMC,China,CHEC Tianjin Dredging Corp,CHEC Tianjin Dredging Corp,China,Alang,India
2023,8921420,ZHO,Bulk Carrier,23277,18621.6,1990,St Kitts & Nevis,China,Ningbo Marine Group Co Ltd,China,Ningbo Marine Group Co Ltd,Ningbo Marine Group Co Ltd,China,Alang,India
2023,1024546,LONG,General Cargo Ship,6696,5356.8,2006,St Kitts & Nevis,China,Tianjin Dongsheng Shipping,China,Tianjin Dongsheng Shipping,Tianjin Dongsheng Shipping,China,Alang,India
2023,8754138,E DRILL,"Drilling Rig, semi Submersible",6056,4844.8,1977,St Kitts & Nevis,Liberia,Shandong Ocean Investment,China,Blue Ocean Offshore,Blue Ocean Offshore Services,Hong Kong,Alang,India
2023,8833893,MING ZHOU,Bulk Carrier,31638,25310.4,1990,Palau,,Ningbo Marine Group Co Ltd,China,Ningbo Marine Co Ltd,Ningbo Marine Co Ltd,China,Alang,India
2023,1026740,YUAN,General Cargo Ship,6661,5328.8,2007,St Kitts & Nevis,China,Lianyungang Huamin Shipping,China,Lianyungang Huamin Shipping,Lianyungang Huamin Shipping,China,Alang,India
2023,9070163,XIN FENG,Container Ship (Fully Cellular),29195,23356,1995,Palau,China,Trawind Shipping Logistics,China,Trawind Shipping Logistics,Dalian Trawind Shipping Co Ltd,China,Alang,India
2023,8700395,JOINT LUCK,Products Tanker,3491,2792.8,1987,Gabon,Unknown,Wang J,China,Hongkong Hanxing Intl Holding,Bravo X Shipping Ltd,Hong Kong ,Chittagong,Bangladesh
2023,8806278,HONOR LUCK,Products Tanker,3127,2501.6,1988,Panama,,Wang Q,China,Hongkong Hanxing Intl Holding,Star Galaxy Enterprises Corp,Anguilla,Chittagong,Bangladesh
2023,9118446,JAHAN,Bulk Carrier,26049,20839.2,1995,Bangladesh,,Kabir Steel Re-Rolling Mills,Bangladesh,Brave Royal Ship Management,Jahan Marine Pvt Ltd,Bangladesh,Chittagong,Bangladesh
2023,9132923,ABDULLAH,Bulk Carrier,26070,20856,1996,Bangladesh,,Kabir Steel Re-Rolling Mills,Bangladesh,Brave Royal Ship Management,Maa Shipping Pvt Ltd,Bangladesh,Chittagong,Bangladesh
2023,9172583,ALANA,Crude Oil Tanker,79714,63771.2,1998,Antigua & Barbuda,,Alana Lines Inc,Antigua & Barbuda,Seagull Shipping Ltd,Alana Lines Inc,Antigua & Barbuda,Chittagong,Bangladesh
2024,8512865,PRINCE 4,Bulk Carrier,7110,5688,1986,Comoros,,Unknown,Unknown,Individual Shipping Ltd,Massa Shipping Co,Marshall Islands,Alang,India
2024,8520202,SEAGRAND,General Cargo Ship,5998,4798.4,1986,Mongolia,,Unknown,Unknown,Cabotage Service Co Ltd-RUS,Rupa Holdings Co Ltd,Thailand,Alang,India
2024,7812036,NEW SKY,Refrigerated Cargo Ship,3835,3068,1980,Dominica,,Unknown,Unknown,Poseidon Shipmanagement LLC,GC Shipping LP,United Kingdom,Alang,India
2024,8806905,MAHER,Heavy Load Carrier,6953,5562.4,1990,Tanzania (Zanzibar),,Unknown,Unknown,Hartland Marine Ltd,Westfield Marine Ltd,Liberia,Alang,India
2024,9014119,SOFI,Container Ship (Fully Cellular),8570,6856,1992,Comoros,Palau,Unknown,Unknown,Reel Shipping LLC,Ebro Shipping Inc,Marshall Islands,Alang,India
2024,7915307,ALI A,General Cargo Ship,4913,3930.4,1980,Togo,,Unknown,Unknown,Ammoun Shipping Co,Khaled Shipping Co,Liberia,Alang,India
2024,8307947,TANA,General Cargo Ship,18977,15181.6,1985,St Kitts & Nevis,Sierra Leone,Unknown,Unknown,Delphina Shiptrade SA,Delphina Shiptrade SA,Marshall Islands,Alang,India
2024,9115092,ANDULUS 1,Bulk Carrier,16715,13372,1995,St Kitts & Nevis,,Unknown,Unknown,VRS Maritime Services Ltd,Andulus Marine Shipping Co,Marshall Islands,Alang,India
2024,9135535,RUDA,General Cargo Ship (Open Hatch),20398,16318.4,1996,Comoros,Panama,Unknown,Unknown,Fuwan Ship Management Co Ltd,Ruida Marine Co Ltd,Hong Kong,Alang,India
2024,8914697,UNITED ID,Bulk Carrier,22147,17717.6,1991,Palau,,Unknown,Unknown,Overseas Marine Ltd,Rising ID Martime Ltd,Marshall Islands,Alang,India
2024,9074030,NEW COURAGE,General Cargo Ship,8145,6516,1994,Panama,,Unknown,Unknown,Rightway Shipping Services,Starryway Co Ltd,Hong Kong,Alang,India
2024,7610270,ALJAMIL,General Cargo Ship,4286,3428.8,1977,Comoros,Guyana,Unknown,Unknown,IMS Hellenic Co,Jamil Shipping Co SA,Belize,Alang,India
2024,9539559,HASAN,General Cargo Ship,6524,5219.2,2009,Unknown,,Unknown,Unknown,Onal Gemi Isletmeciligi Sanayi,Bramco Shipping Ltd-MAI,Marshall Islands,Alang,India
2024,8826199,VILIGA,Fishing Vessel,776,807,1989,Mongolia,,Unknown,Unknown,Trade Bridge Inc Ltd,Trade Bridge Inc Ltd,Hong Kong ,Alang,India
2024,8902838,AT MIDDLE BRIDGE,General Cargo Ship (with Ro-Ro facility),7624,6099.2,1989,Togo,,Unknown,Unknown,Middle Bridge Maritime Ltd-LIB,Middle Bridge Maritime Ltd-LIB,Liberia,Alang,India
2024,9270804,ONYX 1,Container Ship (Fully Cellular),21932,17545.6,2004,Panama,,Unknown,Unknown,SIS Ship Charter LLC,Great Star Vision Ltd,"Virgin Islands, British",Alang,India
2024,9197351,MAPOCHO,Container Ship (Fully Cellular),16986,13588.8,1999,Germany,,CSAV,Chile,Hapag-Lloyd AG,CSAV Austral SpA,Chile,Aliaga,Turkey
2024,7310260,ANCIER,Passenger/Ro-Ro Ship (Vehicles),11481,9184.8,1973,St Kitts & Nevis,Canada,CTMA,Canada,CTMA,Madeleine Navigation Inc,CTMA,Alang,India
2024,7711737,ALGOMA TRANSPORT,"Bulk Carrier, Self-discharging, Laker",23399,18719.2,1979,Canada,,Algoma Central Corp,Canada,Algoma Central Corp,Algoma Central Corp,Canada,Port Colborne,Canada
2024,8753378,KING MAKER,"Production Platform, semi submersible",8345,6676,1973,Panama,,Petroserv SA,Brazil,Petroserv SA,Petro Rio O&G Exploracao,Brazil,Aliaga,Turkey
2024,8754059,A STAR,"Drilling Rig, semi Submersible",12727,10181.6,1983,St Kitts & Nevis,Liberia,Queiroz Galvao SA,Brazil,Petroleo Constellation SA,Olinda Star Ltd,British Virgin Islands,Alang,India
2024,7380629,LEO,"FPSO, Oil",71176,56940.8,1975,St Kitts & Nevis,Singapore,BW Offshore Ltd,Bermuda,BW Offshore Holdings Pte Ltd,Tinworth Pte Ltd,Singapore,Alang,India
2024,8101628,SOGDIANA,General Cargo Ship,1923,1569,1982,Cameroon,,Boyd Lines Ltd,Belize,Boyd Lines Ltd,Boyd Lines Ltd,Belize,Aliaga,Turkey
2024,7924322,YAZ,General Cargo Ship,2023,1618.4,1981,Sierra Leone,,Farah Shipping Ltd,Belize,Farah Shipping Ltd,Farah Shipping Ltd,Belize,Aliaga,Turkey
2024,9159438,KHADEEJAH JAHAN,Bulk Carrier,25074,20059.2,1997,Bangladesh,,Kabir Steel Re-Rolling Mills,Bangladesh,Brave Royal Ship Management,SR Shipping Ltd,Bangladesh,Chittagong,Bangladesh
2024,9072226,JAHAN BROTHERS,Bulk Carrier,25899,20719.2,1994,Bangladesh,,Kabir Steel Re-Rolling Mills,Bangladesh,Brave Royal Ship Management,Maa Shipping Pvt Ltd,Bangladesh,Chittagong,Bangladesh
2024,6922262,SEA NASS,General Cargo Ship,1603,697,1969,Bahrain,,United Cement Co WLL,Bahrain,United Cement Co WLL,United Cement Co WLL,Bahrain,Alang,India
2024,9122306,NAGA 2,Container Ship (Fully Cellular),4914,3931.2,1996,Comoros,Hong Kong,Fujian Xinan Shipping Co Ltd,China,Fujian Xinan Shipping Co Ltd,Fujian Xinan Shipping Co Ltd,China,Chittagong,Bangladesh
2024,8126848,DONG FANG YONG SHI 2,Anchor Handling Tug Supply,1672,1358,1983,Panama,,Sinopec Offshore Oilfield Serv,China,Sinopec Offshore Oilfield Serv,Sinopec Offshore Oilfield Serv,China,Chittagong,Bangladesh
2024,9086215,HAN JI 2,Platform Supply Ship,2961,2368.8,1995,Sierra Leone,Unknown,Xingshun Shipping Co Ltd,China,Xingshun Shipping Co Ltd,Xingshun Shipping Co Ltd,China,Chittagong,Bangladesh
2024,1046922,BAO DI LONG 8,General Cargo Ship,7142,5713.6,2006,Sierra Leone,China,Gu QW,China,Gu QW,Gu QW,China,Chittagong,Bangladesh
2024,9142007,XIN LV BAO SHI,Bulk Carrier,25933,20746.4,1996,Sierra Leone,China,Fujian Xiamen Shipping Co Ltd,China,Fujian Xiamen Shipping Co Ltd,Fujian Xiamen Shipping Co Ltd,China,Chittagong,Bangladesh
2024,1060007,HONG XI,General Cargo Ship,7654,6123.2,2008,Palau,China,Fangchenggang Zhongxing Shpg,China,Fangchenggang Zhongxing Shpg,Fangchenggang Zhongxing Shpg,China,Chittagong,Bangladesh
2024,9175432,LIAN FENG 6,General Cargo Ship,15589,12471.2,1999,Gabon,China,China COSCO Shipping Corp Ltd,China,COSCO Shipping Specialized-CHR,COSCO Shipping Specialized-CHR,China,Chittagong,Bangladesh
2024,9085572,YAMTA,Bulk Carrier,16721,13376.8,1994,Palau,Hong Kong,Shenzhen Shekou Shpg & Trans,China,Shenzhen Shekou Shpg & Trans,Shenzhen Shekou Shpg & Trans,China,Chittagong,Bangladesh
2024,9094418,XIN RUN 66,Products Tanker,3807,3045.6,2004,Gabon,China,Zhejiang Guomao Group Co Ltd,China,Zhoushan Xincheng Yifengrun,Zhoushan Xincheng Yifengrun,China,Chittagong,Bangladesh
2024,8223476,LU ZHOU,Products Tanker,1357,966,1983,Sierra Leone,Palau,Mei Zi Ma,China,Sino Port Da You Shipping Co,Sino Port Da You Shipping Co,Hong Kong,Chittagong,Bangladesh
2024,8981781,HONG YUN YOU 19,Products Tanker,3856,3084.8,1999,Gabon,China,Nanjing Hongyu Shipping Ltd,China,Nanjing Hongyu Shipping Ltd,Nanjing Hongyu Shipping Ltd,China,Chittagong,Bangladesh
2024,9102734,HONG YUAN 01,Container Ship (Fully Cellular),29181,23344.8,1996,Gabon,China,Shanghai Xunyuan Shipping Co,China,Shanghai Xunyuan Shipping Co,Shanghai Xunyuan Shipping Co,China,Chittagong,Bangladesh
2024,9413509,FAR EAST CHEER,Container Ship (Fully Cellular),6253,5002.4,2007,Sierra Leone,Hong Kong,China United Lines Ltd,China,Hongxin Ship Management Ltd,Far East Cheer Shipping Co Ltd,Hong Kong,Chittagong,Bangladesh
2024,9032692,XIN XIANG AN,Bulk Carrier,13907,11125.6,1992,Sierra Leone,China,Yangpu Zhehai Shipping Co,China,Shanghai Yang Pu Zhe Hai Shpg,Shanghai Yang Pu Zhe Hai Shpg,China,Chittagong,Bangladesh
2024,9077288,GUANGZHOU,Container Ship (Fully Cellular),22738,18190.4,1994,Palau,China,Trawind Shipping Logistics,China,Trawind Shipping Logistics,Dalian Trawind Shipping Co Ltd,China,Chittagong,Bangladesh
2024,9105463,JIN HAI XI,Bulk Carrier,17057,13645.6,1995,Sierra Leone,China,Fujian Communication Trans,China,Fujian Communication Trans,Fujian Communication Trans,China,Chittagong,Bangladesh
2024,8661745,ZHAO 11,General Cargo Ship,6507,5205.6,2005,Gabon,China,Zhoushan Jinyu Shpg Dev Co,China,Zhoushan Jinyu Shpg Dev Co,Zhoushan Jinyu Shpg Dev Co,China,Chittagong,Bangladesh
2024,1073365,HAI 351,Bulk Carrier,9984,7987.2,2005,Gabon,China,Anhui Yunhai Shipping Co Ltd,China,Anhui Yunhai Shipping Co Ltd,Anhui Yunhai Shipping Co Ltd,China,Chittagong,Bangladesh
2024,1074620,MING JIN 1,Bulk Carrier,6927,5541.6,2006,Sierra Leone,China,Ni YG,China,Ni YG,Ni YG,China,Chittagong,Bangladesh
2024,8907888,AN TON,Refrigerated Cargo Ship,9070,7256,1990,Comoros,Cameroon,China Govt,China,Hai Ling Shipping Hong Kong,Hai Ling Shipping Hong Kong,China,Chittagong,Bangladesh
2024,1073406,TAI 97,Bulk Carrier,8333,6666.4,2009,Gabon,China,Xiamen Hong Tai Shipping Co,China,Xiamen Hong Tai Shipping Co,Xiamen Hong Tai Shipping Co,China,Chittagong,Bangladesh
2024,1067691,YUN SHUO 7,General Cargo Ship,7459,5967.2,2008,Sierra Leone,China,Fujian Hongshuo Shipping Co,China,Fujian Hongshuo Shipping Co,Fujian Hongshuo Shipping Co,China,Chittagong,Bangladesh
2024,9335214,EVER EXPRESS,General Cargo Ship,2556,2044.8,2004,Panama,,Sea Carrier Shipping Co Ltd,China,Seiyo Express Co Ltd,Seiyo Star Co Ltd,Marshall Islands,Chittagong,Bangladesh
2024,1062665,XIANG,Aggregates Carrier,7006,5604.8,2020,St Kitts & Nevis,China,Lin KH,China,Lin KH,Lin KH,China,Chittagong,Bangladesh
2024,9146845,XING TONG 313,LPG Tanker,2203,1762.4,1996,Gabon,China,Shanghai Huachen Shpg Co Ltd,China,Shanghai Huachen Shpg Co Ltd,Shanghai Huachen Shpg Co Ltd,China,Chittagong,Bangladesh
2024,1067067,YUN TAI LONG 66,General Cargo Ship,4534,3627.2,2005,Gabon,China,Xiamen Yuntailong Shipping Co,China,Xiamen Yuntailong Shipping Co,Xiamen Yuntailong Shipping Co,China,Chittagong,Bangladesh
2024,8876431,KAI 1,Container Ship (Fully Cellular),4879,3903.2,1994,China,,China Fujian Foreign Trade,China,Fujian Xinan Shipping Co Ltd,Fujian Foreign Trade Centre,China,Chittagong,Bangladesh
2024,1066087,XIN HAO JIANG 206,Bulk Carrier,7719,6175.2,2008,Gabon,China,Maoming Haojiang Shipping Co,China,Maoming Haojiang Shipping Co,Maoming Haojiang Shipping Co,China,Chittagong,Bangladesh
2024,1060904,ZHONG HONG DA 1,Container Ship (Fully Cellular),8911,7128.8,2006,Sierra Leone,China,Hainan Zhongda Shipping,China,Hainan Zhongda Shipping,Hainan Zhongda Shipping,China,Chittagong,Bangladesh
2024,1064467,HAI SHUN FENG 8,General Cargo Ship,6476,5180.8,2004,Gabon,China,Xiamen Haishunfeng Shipping Co,China,Xiamen Haishunfeng Shipping Co,Xiamen Haishunfeng Shipping Co,China,Chittagong,Bangladesh
2024,1061403,BEI FANG MING ZHU,General Cargo Ship,12799,10239.2,2013,China,,Guangxi Evergreen Shipping,China,Guangxi Evergreen Shipping,Guangxi Evergreen Shipping,China,Chittagong,Bangladesh
2024,9203875,JI HAI ZHONG SHAN,Container Ship (Fully Cellular),3772,3017.6,1998,Gabon,China,SIPG Changjiang Port Logistics,China,Shanghai Jihai Shipping Co Ltd,Shanghai Jihai Shipping Co Ltd,China,Chittagong,Bangladesh
2024,8798328,LU RONG YUAN YU 112,Fishing Vessel,651,532.8,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China
2024,8798304,LU RONG YUAN YU 817,Fishing Vessel,651,532.8,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China
2024,8798134,LU RONG YUAN YU 813,Fishing Vessel,648,532.8,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China
2024,8798110,LU RONG YUAN YU 812,Fishing Vessel,648,532.8,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China
2024,8798093,LU RONG YUAN YU 810,Fishing Vessel,651,532.8,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China
2024,8797855,LU RONG YUAN YU 107,Fishing Vessel,651,532.8,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China
2024,9072757,YU TIAN NO. 6,LPG Tanker,1377,956,1993,China,,Guangxi Zhenghai Shipping Co,China,Guangxi Zhenghai Shipping Co,Guangxi Zhenghai Shipping Co,China,Xinhui,China
2024,8775986,HAN YI 3,Fishing Vessel,616,532.8,2001,China,,Zhoushan Hanyi Deep-Sea,China,Zhoushan Hanyi Deep-Sea,Zhoushan Hanyi Deep-Sea,China,Zhoushan,China
2024,8882911,MING YUE,General Cargo Ship,2453,532.8,1994,China,,Donggang Development Zone,China,Dandong Marine Shipping Co Ltd,Donggang Development Zone,China,Jiangyin,China
2024,9066708,NING HUA,Bulk Carrier,36557,29245.6,1993,St Kitts & Nevis,China,China Shenhua Energy Co Ltd,China,Guoneng Yuanhai Shpg Tianjin,Guoneng Yuanhai Shpg Tianjin,China,Chittagong,Bangladesh
2024,1077189,CHUN CHAO 9,General Cargo Ship,6071,4856.8,2006,Gabon,China,Fujian Chunchao Shipping Co Lt,China,Fujian Chunchao Shipping Co Lt,Fujian Chunchao Shipping Co Lt,China,Chittagong,Bangladesh
2024,1086843,YUN DA HAI,General Cargo Ship,6339,5071.2,2005,Gabon,China,Hubei Sinotrans Bulk Cargo,China,Hubei Sinotrans Bulk Cargo,Hubei Sinotrans Bulk Cargo,China,Chittagong,Bangladesh
2024,9353400,CHANG FEI HAI,General Cargo Ship,6487,5189.6,2005,Gabon,China,Changjiang National Shipping,China,Changjiang Transportation Tech,Changjiang Transportation Tech,China,Chittagong,Bangladesh
2024,9070785,SHUN DA FA ZHAN,Bulk Carrier,25498,20398.4,1994,St Kitts & Nevis,China,Taizhou Gia Shipping Co Ltd,China,Taizhou Gia Shipping Co Ltd,Jiahang Shpg/Yuguang/He JF,China,Chittagong,Bangladesh
2024,9030632,SU ZHOU HAO,Passenger/Ro-Ro Ship (Vehicles),14410,11528,1992,St Kitts & Nevis,China,China COSCO Shipping Corp Ltd,China,China-Japan Intl Ferry Co Ltd,China-Japan Intl Ferry Co Ltd,China,Chittagong,Bangladesh
2024,1067287,HONG DA XIN 7,General Cargo Ship,10346,8276.8,2008,Gabon,China,Shanghai Ronghe Dianke Leasing,China,Shanghai Ronghe Dianke Leasing,Shanghai Ronghe Dianke Leasing,China,Chittagong,Bangladesh
2024,9008536,JIN YUAN HE,Container Ship (Fully Cellular),16236,12988.8,1991,Gabon,,Fujian Zhonghang Shpg Co Ltd,China ,Fujian Zhonghang Shpg Co Ltd,Fujian Zhonghang Shpg Co Ltd,China ,Chittagong,Bangladesh
2024,7525463,SONG,Bulk Carrier,28561,22848.8,1977,Sierra Leone,China ,China Govt,China ,Tianjin Yuanhua Shipping Co,Tianjin Yuanhua Shipping Co,China ,Chittagong,Bangladesh
2024,1044297,YI CHENG 58,General Cargo Ship,8726,6980.8,2007,Gabon,China ,Xiamen Yichengda Shipping Co,China ,Xiamen Yichengda Shipping Co,Xiamen Yichengda Shipping Co,China ,Chittagong,Bangladesh
2024,9422574,FAR EAST GRACE,Container Ship (Fully Cellular),6253,5002.4,2007,Hong Kong,,China United Lines Ltd,China,Guangzhou Zhongrun Shipping Co,Guo Xiang Shippig Ltd,Hong Kong,Gadani,Pakistan
2024,9064798,HONG,Container Ship (Fully Cellular),28892,23113.6,1995,St Kitts & Nevis,China,Xiamen Port Shipping Co Ltd,China,Xiamen Port Shipping Co Ltd,Xiamen Port Shipping Co Ltd,China,Gadani,Pakistan
2024,9045948,STAR,Refrigerated Cargo Ship,9829,7863.2,1992,St Kitts & Nevis,Panama,Lin C & Wu X,China,Zhoushan Ningtai Ocean Fish,Hong Kong Hoi Shun Import,Hong Kong,Alang,India
2024,1076410,HAI TUO,Articulated Pusher Tug,1920,1536,2007,St Kitts & Nevis,China,Unknown,China,Unknown,Unknown,China,Alang,India
2024,1076422,YU HAI TO,Articulated Pusher Tug,1920,1536,2008,St Kitts & Nevis,China,Unknown,China,Unknown,Unknown,China,Alang,India
2024,8756629,TIAO ZHAN,"Production Platform, semi submersible",17537,14029.6,1975,Comoros,Liberia,China National Offshore Oil,China,China National Offshore Oil,CNOOC FPSO Holding Ltd,China,Alang,India
2024,9175315,DONG JIANG XIANG,Bulk Carrier,39385,31508,1999,China,,Tianjin Changming Shpg Group,China,Tianjin Dongjiang Shpg Co Ltd,Tianjin Dongjiang Shpg Co Ltd,China,Xinhui,China
2024,8799528,LU RONG YUAN YU 120,Fishing Vessel,651,532.8,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China
2024,8799516,LU RONG YUAN YU 119,Fishing Vessel,651,532.8,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China
2024,8799504,LU RONG YUAN YU 117,Fishing Vessel,651,532.8,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China
2024,8799499,LU RONG YUAN YU 116,Fishing Vessel,651,532.8,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China
2024,8799372,LU RONG YUAN YU 118,Fishing Vessel,651,532.8,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China
2024,8798342,LU RONG YUAN YU 115,Fishing Vessel,651,532.8,2013,China,,Shandong Lanyue Ocean Fishery,China,Shandong Lanyue Ocean Fishery,Shandong Lanyue Ocean Fishery,China,Shidao,China
2024,7397593,PILGRIM,Bucket Ladder Dredger,1496,1196.8,1975,Tanzania (Zanzibar),,Whiteform Contracts Ltd,Cyprus,Whiteform Contracts Ltd,Whiteform Contracts Ltd,Cyprus,Aliaga,Turkey
2024,8311120,ICE RUNNER,Refrigerated Cargo Ship,12411,9928.8,1984,Bahamas,,Cool Carriers AB,Cyprus,Cool Carriers AB,Carpe Marine Group SA,Panama,Alang,India
2024,8408882,TROPICAL SKY,Refrigerated Cargo Ship,9749,7799.2,1986,Bahamas,,Acheon Akti Navigation Co Ltd,Cyprus,Acheon Akti Navigation Co Ltd,Mayfield Shipping Corp,Panama,Alang,India
2024,8313702,BONTRUP EMIRATES,General Cargo Ship (Open Hatch),28239,22591.2,1986,Bahamas,,GBSMT Ltd,Cyprus,SMT Shipping Cyprus Ltd,Aruba Pearl Shipping Co Ltd,Marshall Islands,Alang,India
2024,8311118,ICE RIVER,Refrigerated Cargo Ship,12401,9920.8,1985,Bahamas,,Cool Carriers Ltd,Cyprus,Cool Carriers AB,Whisper Mariner Corp,Panama,Alang,India
2024,7032246,CARIBBEAN EXPRESS,General Cargo Ship,1880,1569,1970,Colombia,,Howard & Cia S en CS,Colombia,Howard & Cia S en CS,Howard & Cia S en CS,Colombia,Unknown,Unknown
2024,9150303,RONG DA CHANG SHA,General Cargo Ship,18207,14565.6,1998,Panama,,Rongtua Holding Pte Ltd,China ,RTA Changsha Ltd,RTA Changsha Ltd,Liberia,Gadani,Pakistan
