BUILT,PREVIOUS_FLAG,RO_COUNTRY,TYPE,REGISTERED_OWNER,GT,IMO,ARRIVAL,COMMERCIAL_OPERATOR,LDT,BO_COUNTRY,COUNTRY,YEAR,LAST_FLAG,BENEFICIAL_OWNER,PLACE,NAME
1997.0,,Singapore,Bulk Carrier,U-Ming Marine Transport (Singapore) Private Limited  ,85722,9150755,12-May,U-Ming Marine Transport (Singapore) Private Limited  ,68578.0,Taiwan,India,2016,Singapore,U-Ming Marine Transport Corporation  ,Alang,Cape Mercury
1997.0,,Taiwan,Bulk Carrier,China Steel Express Corporation  ,82112,9127265,01-Jun,China Steel Express Corporation  ,65690.0,Taiwan,Bangladesh,2016,St. Kitts-Nevis,China Steel Corporation  ,Chittagong,Steel Trader
1987.0,,Singapore,Fully Cellular Containership,Wan Hai Lines Singapore Private Limited  ,9965,8611790,29-Jul,Wan Hai Lines Limited  ,7972.0,Taiwan,Bangladesh,2016,St. Kitts-Nevis,Wan Hai Lines Limited  ,Chittagong,Chun
1997.0,,Taiwan,Bulk Carrier,China Steel Express Corporation  ,82112,9127253,19-Sep,China Steel Express Corporation  ,65690.0,Taiwan,Pakistan,2016,Togo,China Steel Corporation  ,Gadani,Steel Express
1997.0,,Taiwan,Bulk Carrier,China Steel Express Corporation  ,82112,9127277,27-May,China Steel Express Corporation  ,65690.0,Taiwan,Pakistan,2016,Togo,China Steel Developer,Gadani,Steel Investor
1998.0,,Taiwan,Bulk Carrier,China Steel Express Corporation  ,82112,9171424,28-May,China Steel Express Corporation  ,65690.0,Taiwan,Pakistan,2016,Togo,China Steel Developer,Gadani,Steel Developer
1991.0,,Switzerland,Bulk Carrier,Sider Navi S.p.A. ,23272,8921834,01-Mar,Sider Navi S.p.A. ,18618.0,Switzerland,India,2016,Italy,Sider Navi S.p.A. ,Alang,Sider Gladiator
1999.0,,Liberia,Fully Cellular Containership,Wholly Ideal Investments Limited  ,20569,9220433,09-Jun,Doris Maritime Services S.A.  ,16455.0,Switzerland,India,2016,Liberia,Doris Maritime Services S.A.  ,Alang,Karin
1995.0,,Switzerland,Bulk Carrier,Taunus Shipping SA ,25503,9087245,06-Dec,Taunus Shipping SA ,20402.0,Switzerland,Bangladesh,2016,Malta,Taunus Shipping SA ,Chittagong,Martha  
1991.0,,Thailand,Crude Oil Tanker,Khunnathee Company Limited  ,54931,8920086,24-Mar,Nathalin Company Limited  ,43945.0,Thailand,Pakistan,2016,Thailand,Nathalin Company Limited  ,Gadani,Sriracha Master 
1991.0,,,Wood-Chip Carrier,NPS Orana Company Limited ,38844,8916217,05-Nov,National Power Supply PLC ,31075.0,Thailand,India,2016,Thailand,National Power Supply PLC ,Alang,NPS Orana
1995.0,,Thailand,Bulk Carrier,Precious Shipping Public Company Limited ,15932,9074717,01-Jan,Precious Shipping Public Company Limited ,12746.0,Thailand,India,2016,Thailand,Precious Shipping Public Company Limited ,Alang,Ploypailin Naree
1991.0,,Thailand,Bulk Carrier,Precious Diamonds Limited ,16725,9020065,07-Feb,Precious Shipping Public Company Limited ,13380.0,Thailand,India,2016,Thailand,Precious Shipping Public Company Limited ,Alang,Saranya Naree
1997.0,,Thailand,Bulk Carrier,Precious Hills Limited ,11474,9127069,24-Feb,Precious Shipping Public Company Limited ,9179.0,Thailand,India,2016,Thailand,Precious Shipping Public Company Limited ,Alang,Chollada Naree
1997.0,,Thailand,Bulk Carrier,Precious Resorts Limited ,11474,9127083,25-Feb,Precious Shipping Public Company Limited ,9179.0,Thailand,India,2016,Thailand,Precious Shipping Public Company Limited ,Alang,Emwika Naree
1996.0,,Thailand,Bulk Carrier,Precious Emeralds Limited ,16761,9145700,15-Mar,Precious Shipping Public Company Limited ,13409.0,Thailand,India,2016,Thailand,Precious Shipping Public Company Limited ,Alang,Mathawee Naree
1995.0,,Thailand,Bulk Carrier,Precious Cities Limited ,17429,9108594,22-Mar,Precious Shipping Public Company Limited ,13943.0,Thailand,India,2016,Thailand,Precious Shipping Public Company Limited ,Alang,Fonthida Naree
1997.0,,Thailand,Bulk Carrier  ,Precious Orchids Limited ,17879,9159347,26-Nov,Precious Shipping Public Company Limited ,14303.0,Thailand,Pakistan,2016,Thailand,Precious Shipping Public Company Limited ,Gadani,Vijitra Naree
1994.0,,Thailand,Bulk Carrier,Precious Capitals Limited  ,14431,9106742,06-May,Precious Shipping Public Company Limited  ,11545.0,Thailand,Bangladesh,2016,Thailand,Precious Shipping Public Company Limited  ,Chittagong,Tharinee Naree 
1996.0,,Thailand,Bulk Carrier,Precious Rivers Limited  ,16285,9125449,26-Jul,Precious Shipping Public Company Limited  ,13028.0,Thailand,India,2016,Thailand,Precious Shipping Public Company Limited  ,Alang,Chalothorn Naree 
1994.0,,Thailand,Bulk Carrier,Precious Stars Limited  ,14431,9104495,12-Aug,Precious Shipping Public Company Limited  ,11545.0,Thailand,India,2016,Thailand,Precious Shipping Public Company Limited  ,Alang,Suchada Naree 
1996.0,,Thailand,Bulk Carrier,Precious Lagoons Limited ,11474,9127045,13-Aug,Precious Shipping Public Company Limited  ,9179.0,Thailand,India,2016,Thailand,Precious Shipping Public Company Limited  ,Alang,Apisara Naree
1997.0,,Belize,Bulk Carrier,Acacia Marine Corporation ,26322,9127631,27-Feb,Eddie Steamship Company Limited ,21058.0,Taiwan,India,2016,Panama,Eddie Steamship Company Limited ,Alang,Acacia Star
1995.0,,Marshall Islands,Fully Cellular Containership,Maira Shipping S.A.  ,53103,9061124,29-May,Evergreen Marine Group  ,42482.0,Taiwan,Bangladesh,2016,Panama,Evergreen Marine Group  ,Chittagong,Ever Refine
1994.0,,Marshall Islands,Fully Cellular Containership,Nemo Shipping S.A. ,53103,9055462,25-Jun,Evergreen Marine Group  ,42482.0,Taiwan,Bangladesh,2016,Panama,Evergreen Marine Group  ,Chittagong,Ever Reward
1981.0,,Thailand,General Cargo,Wong Samut Navigation Company Limited ,3911,8114766,04-Nov,Wong Samut Navigation Company Limited ,3129.0,Thailand,Bangladesh,2016,Thailand,Wongsamut Ocean Shipping Company Limited,Chittagong,BangKachai
1980.0,,Thailand,General Cargo,Wongsamut Maritime Company Limited  ,5160,7915448,26-May,Wong Samut Navigation Company Limited  ,4128.0,Thailand,Bangladesh,2016,Thailand,Wongsamut Ocean Shipping Company Limited  ,Chittagong,Bangsrimuang
1978.0,,Belize,Bulk Carrier,Toledo Shipping & Trading Company Limited ,11998,7638557,06-Feb,International Shipping Group & Trading Limited ,9598.0,Turkey,India,2016,Belize,International Shipping Group & Trading Limited ,Alang,Toledo
1975.0,,Turkey,Bulk Carrier,International Shipping Group & Trading Limited ,9117,7361532,01-Mar,Exmar N.V.  ,7294.0,Turkey,Turkey,2016,Belize,International Shipping Group & Trading Limited ,Aliaga,Corozal
1984.0,,Belize,General Cargo With Container Capacity,Fort George Shipping & Trading Company  ,8823,8321670,22-Apr,International Shipping Group & Trading Limited  ,7058.0,Turkey,India,2016,Belize,International Shipping Group & Trading Limited  ,Alang,Eurasia
1977.0,,Netherlands Antilles,General Cargo With Container Capacity,Dava International Shipping ,1973,7525607,18-Feb,Erk Shipping & Trading Company Limited ,1578.0,Turkey,Turkey,2016,Moldova,Erk Shipping & Trading Company Limited ,Aliaga,Aysenur
1984.0,,Panama,Bulk Carrier,Pera Shipping & Trading Limited ,19049,8118138,16-Jan,Aleria Denizcilik ve Ticaret Anonim Sirketi ,15239.0,Turkey,Pakistan,2016,Panama,Aleria Denizcilik ve Ticaret Anonim Sirketi ,Gadani,Era
1986.0,,China,Bulk Carrier,Chang Ying Shipping Limited  ,24652,8413497,04-Jul,Bergen Denizcilik Limited Sirketi (Bergen Shipping Limited)  ,19722.0,Turkey,Bangladesh,2016,Panama,Bergen Denizcilik Limited Sirketi (Bergen Shipping Limited)  ,Chittagong,Minbei
1990.0,,Marshall Islands,Bulk Carrier,Phoenicia Navigation S.A.  ,24606,8902448,26-Apr,Ceren Denizcilik Sanayi Limited Sirketi  ,19685.0,Turkey,Pakistan,2016,Panama,Ceren Denizcilik Sanayi Limited Sirketi  ,Gadani,AK Phoenicia 
1996.0,,Marshall Islands,Bulk Carrier,Indian Ocean Shipping S.A.  ,26831,9116723,11-May,Ceren Denizcilik Sanayi Limited Sirketi  ,21465.0,Turkey,Pakistan,2016,Panama,Ceren Denizcilik Sanayi Limited Sirketi  ,Gadani,Indian Ocean I 
1985.0,,Turkey,Liquid Petroleum Gas Carrier,Gas Master Shipping Investment SA  ,18155,8403416,18-Apr,Gas Master Shipping Investment SA  ,14524.0,Turkey,Bangladesh,2016,Panama,Gas Master Shipping Investment SA  ,Chittagong,Gas Master
1983.0,,Malta,Liquefied Petroleum Gas Carrier,Gas Earl Shipping Limited ,2252,8026385,21-Apr,Gesan Yatirim ve Ticaret A.S. ,1802.0,Turkey,Turkey,2016,Panama,Gesan Yatirim ve Ticaret A.S. ,Aliaga,Gas Earl
1998.0,,Panama,Bulk Carrier,Root Maritime Limited  ,25065,9133783,15-Aug,Sarioglu Denizcilik ve Turizm Limited Sirketi  ,20052.0,Turkey,Bangladesh,2016,Panama,Sarioglu Denizcilik ve Turizm Limited Sirketi  ,Chittagong,Bolkar
1994.0,,Singapore,Bulk Carrier,Thoresen Shipping Singapore Private Limited ,25676,9074781,21-Oct,Thoresen & Company (Bangkok) Limited ,20541.0,Thailand,India,2016,Singapore,Thoresen Thai Agencies Public Company Limited ,Alang,Thor Energy
1991.0,,Singapore,Bulk Carrier,Thoresen Shipping Singapore Private Limited ,25905,8913526,15-Jan,Thoresen & Company (Bangkok) Limited ,20724.0,Thailand,Turkey,2016,Singapore,Thoresen Thai Agencies Public Company Limited ,Aliaga,Thor Dynamic
1998.0,,Singapore,Bulk Carrier,Thoresen Shipping Singapore Private Limited  ,25889,9139775,26-May,Thoresen & Company (Bangkok) Limited  ,20711.0,Thailand,Bangladesh,2016,Singapore,Thoresen Thai Agencies Public Company Limited  ,Chittagong,Thor Wave
1996.0,,Turkey,Bulk Carrier,Denak Depoculuk ve Nakliyecilik A.S.  ,37663,9108269,12-May,Denak Depoculuk ve Nakliyecilik A.S.  ,30130.0,Turkey,Pakistan,2016,Turkey,Denak Depoculuk ve Nakliyecilik A.S.  ,Gadani,Denak Trader 
1983.0,,Turkey,General Cargo,Kirden Denizcilik ve Ticaret A.S. ,3996,8113281,11-Mar,Pasifik Gemi Isletmeciligi ve Ticaret A.S. ,3197.0,Turkey,Turkey,2016,Turkey,Kiran Holding AS ,Aliaga,Tamer Kiran
1987.0,,Turkey,General Cargo,Kirantas Denizcilik ve Ticaret A.S. ,4800,8604773,11-Mar,Pasifik Gemi Isletmeciligi ve Ticaret A.S. ,3840.0,Turkey,Turkey,2016,Turkey,Kiran Holding AS ,Aliaga,Gokay K.
1984.0,,Panama,Bulk Carrier,MSK Shipping Management Corporation ,17911,8323135,10-Feb,MSK Denizcilik Isletmeleri Limited Sirketi ,14329.0,Turkey,India,2016,Turkey,MSK Denizcilik Isletmeleri Limited Sirketi ,Alang,Mahmut Saka
1997.0,,Turkey,Anchor Handling Fire Fighting Tug/Supply,Solar Gemi Kurtama Hizmetleri A.S. ,1356,7508879,18-Apr,Solar Gemi Kurtama Hizmetleri A.S. ,1085.0,Turkey,Turkey,2016,Turkey,Solar Gemi Kurtama Hizmetleri A.S. ,Aliaga,Emre Omur
1985.0,,Belize,Bulk Carrier,Galaxy Maritime Company Limited ,15830,8508577,02-Oct,Stiga Shipping Company ,12664.0,Turkey,India,2016,Tuvalu,Stiga Shipping Company ,Alang,Deep True
1998.0,,Marshall Islands,Bulk Carrier,Leona Shipmanagement Company ,90267,9157612,22-Jan,Unknown Ukrainian Owners ,72214.0,Ukraine,India,2016,Bahamas,Unknown Ukrainian Owners ,Alang,King David
1972.0,,South Africa,General Cargo,Integro Trading Proprietary Limited ,2576,8867428,03-Dec,Marine Standard Limited ,2061.0,Ukraine,Turkey,2016,Congo,Marine Standard Limited ,Aliaga,Goodwill
1991.0,,Singapore,Bulk Carrier,Freight Bulk Private Limited  ,89004,8906896,27-Apr,Tech Project LLC  ,71203.0,Ukraine,Pakistan,2016,Congo,Tech Project LLC  ,Gadani,Climber
1998.0,,Liberia,Bulk Carrier,Consistent Shipping Incorporated  ,37689,9170274,16-Apr,Black Sea Shipping Company (BLASCO)  ,30151.0,Ukraine,Bangladesh,2016,Liberia,Black Sea Shipping Company (BLASCO)  ,Chittagong,Maroni
1998.0,,Liberia,Bulk Carrier,Alpena Maritime Limited  ,25980,9162980,17-Apr,Ocean Agencies Limited  ,20784.0,Ukraine,Bangladesh,2016,Liberia,Black Sea Shipping Company (BLASCO)  ,Chittagong,Alpena
1996.0,,Liberia,Bulk Carrier,Angara Shipping Limited ,39283,9110523,12-Jan,Unimor Shipping Agency,31426.0,Ukraine,Pakistan,2016,Liberia,Unimor Shipping Services Limited ,Gadani,Angara
1994.0,,Liberia,Bulk Carrier,Superb Seaways Incorporated  ,37629,9071600,19-Mar,Unimor Shipping Agency  ,30103.0,Ukraine,Pakistan,2016,Liberia,Unimor Shipping Services Limited  ,Gadani,Varva
1995.0,,Thailand,Bulk Carrier,Precious Seas Limited  ,14430,9113862,19-Aug,Precious Shipping Public Company Limited  ,11544.0,Thailand,India,2016,Thailand,Precious Shipping Public Company Limited  ,Alang,Parinda Naree
1997.0,,Thailand,Bulk Carrier,Precious Cliffs Limited  ,11471,9127057,07-Sep,Precious Shipping Public Company Limited  ,9177.0,Thailand,India,2016,Thailand,Precious Shipping Public Company Limited  ,Alang,Bussara Naree
1984.0,,Thailand,General Cargo,Sang Thai Shipping Company Limited  ,5463,8414221,20-Sep,Sinsimon Navigation Company Limited  ,4370.0,Thailand,Bangladesh,2016,Thailand,Sang Thai & Sinsimon Group of Companies  ,Chittagong,Sea Dragon
1988.0,,Ukraine,General Cargo With Container Capacity,Ukrainian Danube Shipping Company ,2060,8805573,25-Jan,Ukrainian Danube Shipping Company ,1648.0,Ukraine,Turkey,2016,Ukraine,Ukrainian Danube Shipping Company ,Aliaga,Venedikt Andreyev
1988.0,,United Arab Emirates,Product Tanker,Sea Spirit Intrenational Shipping Incorporated ,25966,8706167,01-Oct,FAL Shipping Company Limited ,20773.0,United Arab Emirates,Pakistan,2016,Comoros,FAL Group ,Gadani,Amlin
1974.0,,United States of America,Anchor Handling Tug/Supply,Star Petroleum Group Company  ,712,7353444,18-Jun,Star Petroleum Company FZC  ,570.0,United Arab Emirates,India,2016,Moldova,Star Petroleum Company FZC  ,Alang,Zomorod
1984.0,,Panama,Tanker,Doran Maritime S.A. ,37884,8227977,17-Dec,Akron Trade & Transport FZE ,30307.0,United Arab Emirates,Pakistan,2016,Panama,Akron Trade & Transport FZE ,Gadani,Mars
1975.0,,Bahamas,Diving Support,Oryx International Incorporated ,1598,7407752,04-Oct,Dulam International Limited ,1278.0,United Arab Emirates,India,2016,Panama,Dulam International Limited ,Alang,The Odyssey
1983.0,,Bahamas,Maintainance,Oryx International Incorporated ,1190,8304919,04-Oct,Dulam International Limited ,952.0,United Arab Emirates,India,2016,Panama,Dulam International Limited ,Alang,The Responder
1976.0,,United Arab Emirates,Combined Chemical And Oil Tanker,Ishraq Jassim Mohammed Al Zubaidi  ,1735,7389716,09-Sep,Ishraq Jassim Mohammed Al Zubaidi  ,1388.0,United Arab Emirates,India,2016,Panama,Ishraq Jassim Mohammed Al Zubaidi  ,Alang,Rakan 1 
1984.0,,Panama,Bulk Carrier,Sirago Shipmanagement S.A.  ,17065,8312162,05-Mar,Swedish Management Company S.A.  ,13652.0,United Arab Emirates,Pakistan,2016,Panama,Kassab Inter Shipping LLC  ,Gadani,Orna 
1985.0,,Panama,Vehicle Carrier,Sallaum Lines S.A.  ,44356,8412986,17-Apr,Sallaum Lines DMCC  ,35485.0,United Arab Emirates,Bangladesh,2016,Panama,Sallaum Lines DMCC  ,Chittagong,Petra
1974.0,,Cyprus,Tug/Supply,Navisoil Enterprises Limited ,1022,7344962,06-Feb,Selat Marine Services Company Limited ,818.0,United Arab Emirates,India,2016,Panama,Selat Marine Services Company Limited ,Alang,Navis King
1990.0,,United Arab Emirates,Crude Oil Tanker,Al Marwah International Company  ,52511,9002154,18-May,Al Marwah International Company  ,42009.0,United Arab Emirates,Pakistan,2016,Saudi Arabia,Al Marwah International Company  ,Gadani,Faisal
1987.0,,United Arab Emirates,Roll On Roll Off,Industrial Tools International FZCO ,13514,8624400,13-Nov,Industrial Tools International FZCO ,10811.0,United Arab Emirates,India,2016,St. Kitts-Nevis,Industrial Tools International FZCO ,Alang,Nevis Pearl
1996.0,,United Arab Emirates,Fully Cellular Containership,Ocean Gulf Company Limited ,6362,9134141,03-Feb,Ocean Shell Shipping L.L.C. ,5090.0,United Arab Emirates,India,2016,St. Kitts-Nevis,Ocean Shell Shipping L.L.C. ,Alang,Carolina
1985.0,,Marshall Islands,Bulk Carrier,Abba Navigation S.A. ,17879,8315217,23-Mar,Zeytin Denizcilik Gemi Tasimacilik Sanayi ve Ticaret Limited ,14303.0,Turkey,India,2016,Panama,Zeytin Denizcilik Gemi Tasimacilik Sanayi ve Ticaret Limited ,Alang,AK Abba
1983.0,,Togo,General Cargo,Durmusoglu Holding S.A. ,2976,8881682,31-Dec,Ozturk Denizcilik Insaat ve dis Ticaret Limited Sirketi ,2381.0,Turkey,France,2016,Togo,Ozturk Denizcilik Insaat ve dis Ticaret Limited Sirketi ,St. Nazaire,Zorturk
1985.0,,Turkey,Fully Cellular Containership,Arkas Konteyner ve Tasimacilik A.S. ,10282,8415639,19-Nov,Arkas Denizcilik ve Nakliyat A.S. ,8226.0,Turkey,Turkey,2016,Turkey,Arkas Holding S.A. ,Aliaga,Ayse A.
1972.0,,United Arab Emirates,General Cargo,Mr. Alaa Noori Salam Al-Musawi (50%) & Mr. Adnan Hashim Abbas Al-Battat (50%) ,1720,7228364,18-Nov,Mr. Alaa Noori Salam Al-Musawi (50%) & Mr. Adnan Hashim Abbas Al-Battat (50%) ,1376.0,United Arab Emirates,India,2016,Tanzania,Mr. Alaa Noori Salam Al-Musawi (50%) & Mr. Adnan Hashim Abbas Al-Battat (50%) ,Alang,Al Majed
1980.0,,Tanzania,Bulk Carrier,Sea Falcon Marine Incorporated ,10922,8009557,19-Aug,Al Ryadh Trading FZCO ,8738.0,United Arab Emirates,Pakistan,2016,Togo,Al Ryadh Trading FZCO ,Gadani,Sea Wave
1980.0,,Tanzania,Bulk Carrier,Sea Falcon Marine Incorporated  ,10922,8009557,19-Aug,Al Ryadh Trading FZCO  ,8738.0,United Arab Emirates,Pakistan,2016,Togo,Al Ryadh Trading FZCO  ,Gadani,Sea Wave
1989.0,,Greece,Bulk Carrier,Scion Motorship  ,26128,8610916,13-Apr,Phocean Ship Agency Limited  ,20902.0,United Kingdom,Pakistan,2016,Barbados,Phocean Ship Agency Limited  ,Gadani,Master Nicos
1997.0,,Liberia,Bulk Carrier,Finamadre Maritime Incorporated  ,27566,9138939,11-May,Los Maritime Limited  ,22053.0,United Kingdom,Bangladesh,2016,Greece,C.M. Los (London) Limited ,Chittagong,Maria T.L. 
1991.0,,Singapore,General Cargo With Container Capacity,The China Navigation Company Private Limited ,18391,9003847,28-Jan,The China Navigation Company Limited (CNC) ,14713.0,United Kingdom,India,2016,Hong Kong,John Swire & Sons Limited,Alang,Changsha
1991.0,,Singapore,Bulk Carrier With Container Capacity,The China Navigation Company Private Limited ,18391,9007362,04-Nov,The China Navigation Company Limited (CNC) ,14713.0,United Kingdom,India,2016,Hong Kong,John Swire & Sons Limited ,Alang,Chengtu
1983.0,,United Kingdom,Floating Production Tanker,North Sea Production Company Limited  ,51838,8124058,26-Aug,Salamis (Marine & Industrial) Limited  ,41470.0,United Kingdom,Bangladesh,2016,Isle of Man,Salamis (Marine & Industrial) Limited  ,Chittagong,North Sea Producer
2004.0,,British Virgin Islands,Drill Platform,Pride Deepwater (BVI) 1 Limited ,14559,8764339,17-Jul,Pride International Incorporated ,11647.0,United Kingdom,Turkey,2016,Marshall Islands,ENSCO Plc ,Aliaga,ENSCO 6003
2004.0,,British Virgin Islands,Drill Platform,Pride Deepwater (BVI) 2 Limited ,14559,8764341,23-Jul,Pride International Incorporated ,11647.0,United Kingdom,Turkey,2016,Marshall Islands,ENSCO Plc ,Aliaga,ENSCO 6004
1986.0,,Panama,Bulk Carrier,Fairville Holdings Corporation ,23561,8412065,04-Feb,Sea Pioneer Limited ,18849.0,United Kingdom,India,2016,Panama,Sea Pioneer Limited ,Alang,Kiana Pioneer
1982.0,,Marshall Islands,Tug/Icebreaker,Unity Salvage & Towage Company ,3112,8119091,12-Dec,Tsavliris Salvage (International) Limited ,2490.0,United Kingdom,India,2016,Panama,Tsavliris (Shipping) Limited ,Alang,Tsavliris Unity
1996.0,,Marshall Islands,Drill Ship,Andre Maritime Limited,30046,9193642,30-Sep,Pride Internationa Inc,24037.0,United Kingdom,India,2016,St. Kitts-Nevis,ENSCO Plc  ,Alang,Lads 2
1985.0,,Malta,General Cargo With Container Capacity,Sea Moon Shipping Limited ,5934,8503838,11-Feb,Pic Shipping Limited ,4747.0,Ukraine,Turkey,2016,Malta,Pic Shipping Limited ,Aliaga,Vikki
1984.0,,Moldova,General Cargo With Container Capacity,Grotmar LLC ,1694,8620040,19-Dec,Niesco Shipping Company Limited ,1355.0,Ukraine,Turkey,2016,Moldova,Niesco Shipping Company Limited ,Aliaga,Nerey
1964.0,,Ukraine,Dredger,Black Sea & Sea of Azov Dredging Company (CHERAZMORPUT)  ,5410,6409569,02-Jun,Black Sea & Sea of Azov Dredging Company (CHERAZMORPUT)  ,4328.0,Ukraine,Turkey,2016,Ukraine,Black Sea & Sea of Azov Dredging Company (CHERAZMORPUT)  ,Aliaga,Chernoye More
1979.0,,United Kingdom,Supply,George Craig & Sons Limited,905,7825461,22-Feb,George Craig & Sons Limited,724.0,United Kingdom,Denmark,2016,United Kingdom,George Craig & Sons Limited,Grenaa,Grampian Osprey
1984.0,,United Kingdom,Support,George Craig & Sons Limited,736,8303068,25-Jul,George Craig & Sons Limited,589.0,United Kingdom,Denmark,2016,United Kingdom,George Craig & Sons Limited,Grenaa,Grampian Otter
1976.0,,United Kingdom,Naval Auxiliary Tanker,"Director General of Supplies & Transport (Naval), Ministry of Defence (NAVY) ",18854,7342005,15-Mar,Government of The United Kingdom ,15083.0,United Kingdom,Turkey,2016,United Kingdom,Government of The United Kingdom ,Aliaga,Orangeleaf
1983.0,,United Kingdom,Research,Hays Ships Limited ,5099,8715156,12-Oct,Hays Ships Limited ,4079.0,United Kingdom,Turkey,2016,United Kingdom,Hays Ships Limited ,Aliaga,Dorado Discovery
2002.0,,United Kingdom,Fully Cellular Containership,Assetfinance December (W) Limited ,53453,9231781,15-Nov,HSBC Asset Finance (UK) Limited ,42762.0,United Kingdom,Pakistan,2016,United Kingdom,HSBC Bank plc ,Gadani,MSC Panama
1977.0,,United Kingdom,Sludge Carrier,Northumbrian Water Group Limited ,1041,7411090,13-Jan,Northumbrian Water Group Limited ,833.0,United Kingdom,United Kingdom,2016,United Kingdom,Northumbrian Water Group Limited ,Lowestoft,Northumbrian Water
1987.0,,British Virgin Islands,Drill Platform,ENSCO Global Offshore Drilling Limited ,12314,8325248,29-Oct,ENSCO Plc ,9851.0,United Kingdom,Turkey,2016,Vanuatu,ENSCO Plc ,Aliaga,ENSCO 6000
1981.0,,United States of America,Drill Platform,ENSCO Offshore Company  ,6173,8752489,10-May,ENSCO Offshore Company  ,4938.0,United Kingdom,Pakistan,2016,Vanuatu,ENSCO Plc  ,Gadani,NSC 5
1980.0,,British Virgin Islands,Drill Platform,ENSCO Global Offshore Drilling Limited ,6493,8751784,26-Oct,ENSCO Plc  ,5194.0,United Kingdom,Pakistan,2016,Vanuatu,ENSCO Plc  ,Gadani,NSC 9
1974.0,,United Kingdom,Drill Platform,Transocean Drilling U.K. Limited ,14364,8755132,28-Dec,Transocean Drilling U.K. Limited ,11491.0,United Kingdom,Turkey,2016,Vanuatu,Transocean Drilling U.K. Limited ,Aliaga,Sedco 704
1981.0,,United States of America,Liquefied Petroleum Gas Carrier,Alfa Ship Trading LLC ,6961,7921875,14-Oct,Alfa Ship Trading LLC ,5569.0,United States of America,India,2016,Djibouti,Alfa Ship Trading LLC ,Alang,Aruja
1997.0,,United States of America,Bulk Carrier,Alfa Ship Trading LLC  ,37846,9159517,28-Jul,Alfa Ship Trading LLC  ,30277.0,United States of America,Bangladesh,2016,Djibouti,Alfa Ship Trading LLC  ,Chittagong,Samudera
1996.0,,Hong Kong,Bulk Carrier,Genco Marine Limited  ,26040,9125906,16-May,Genco Ship Management LLC  ,20832.0,United States of America,Pakistan,2016,Hong Kong,Genco Shipping & Trading Limited  ,Gadani,Genco Marine 
1995.0,,United Arab Emirates,Bulk Carrier,Al Safarini Quarries LLC ,31660,9101065,11-Dec,Saqr Logisitics ,25328.0,United Arab Emirates,Pakistan,2016,St. Kitts-Nevis,Saqr Logisitics ,Gadani,Nouria
1994.0,,St. Vincent & Grenadines,Fully Cellular Containership,Northern Shipping Limited ,16282,9070034,08-Jan,Interworld Shipping Agency LLC ,13026.0,United Arab Emirates,India,2016,St. Vincent & Grenadines,Interworld Shipping Agency LLC ,Alang,Marc
1972.0,,United Arab Emirates,General Cargo,Jubba General Trading Company LLC ,2222,7206378,03-Dec,Jubba General Trading Company LLC ,1778.0,United Arab Emirates,India,2016,Tanzania,Jubba General Trading Company LLC ,Alang,Nawal III
1999.0,,Liberia,Fully Cellular Containership,Adams Key Limited  ,24724,9187332,24-May,Seachange Maritime (Singapore) Private Limited  ,19779.0,United States of America,India,2016,Liberia,SeaChange Maritime LLC  ,Alang,Baleen
1973.0,,British Virgin Islands,Drill Platform,Transocean Offshore Gulf of Guinea VI Limited ,13642,8755247,27-Mar,Transocean Offshore Deepwater Drilling Incorporated ,10914.0,United States of America,Turkey,2016,Liberia,Transocean Incorporated ,Aliaga,Sedneth 701
1973.0,,Liberia,Drill Platform,Transocean Offshore Gulf of Guinea II ,16881,8755118,31-Oct,Transocean Offshore Deepwater Drilling Incorporated ,13505.0,United States of America,Turkey,2016,Liberia,Transocean Incorporated ,Aliaga,Sedco 702
1983.0,,India,Drill Platform,Transocean Offshore International Ventures Limited ,17580,8756320,02-Nov,Transocean Offshore Deepwater Drilling Incorporated ,14064.0,United States of America,Turkey,2016,Marshall Islands,Transocean Incorporated ,Aliaga,Transocean Winner
1971.0,,Marshall Islands,Drill Ship,Transocean Drilling Offshore S.a.r.l.  ,14344,7112890,24-May,Transocean Offshore Deepwater Drilling Incorporated  ,11475.0,United States of America,Turkey,2016,Marshall Islands,Transocean Incorporated  ,Aliaga,Deepwater Navigator
1977.0,,United States of America,Drill Ship,Diamond Offshore Services Company ,15855,7714313,21-Feb,Diamond Offshore Services Company ,12684.0,United States of America,India,2016,Palau,Diamond Offshore Drilling Incorporated ,Alang,Clipper
2001.0,,Liberia,Fully Cellular Containership,unknown,40085,9215684,08-Sep,unknown ,32068.0,United States of America,Bangladesh,2016,Palau,SeaChange Limited,Chittagong,Stewart
1993.0,,Cayman Islands,Reefer,Valencia Shipping Corporation ,8520,9072501,19-Oct,Fresh Del Monte Produce Inc ,6816.0,United States of America,Turkey,2016,Panama,Fresh Del Monte Produce Inc ,Aliaga,Ronda Carrier
1991.0,,Norway,Seismographic Research,Gecoship AS  ,2945,9010125,14-Jul,WesternGeco AS  ,2356.0,United States of America,Denmark,2016,Panama,Schlumberger Limited   ,Frederikshavn,Western Pride 
1978.0,,United States of America,Pipe Layer,McDermott Gulf Operating Company Incorporated  ,10568,7616767,22-Sep,J. Ray McDermott Canada Limited ,8454.0,United States of America,India,2016,St. Kitts-Nevis,McDermott Incorporated  ,Alang,Gil
