BUILT,PREVIOUS_FLAG,RO_COUNTRY,TYPE,REGISTERED_OWNER,GT,IMO,ARRIVAL,COMMERCIAL_OPERATOR,LDT,BO_COUNTRY,COUNTRY,YEAR,LAST_FLAG,BENEFICIAL_OWNER,PLACE,NAME
1987.0,,Liberia,Bulk Carrier,Starlib Limited,21458.0,8502535,10-May,Polska Zegluga Morska (POLSTEAM),,Poland,Bangladesh,2015,Liberia ,Polska Zegluga Morska (POLSTEAM),Chittagong,Armia Ludowa
1992.0,,South Korea,Bulk carrier,Polar Energy & Marine Company Limited ,82176.0,9000596,26-Mar,Hoan Shipping Company Limited ,,South Korea,Pakistan,2015,South Korea,Polaris Shipping Company Limited ,Gadani,Grand Horizon
1992.0,,South Korea,Bulk Carrier,Hoan Shipping Company Limited,82176.0,9000584,10-Jun,Hoan Shipping Company Limited,,South Korea,Bangladesh,2015,South Korea ,Polaris Shipping Company Limited,Chittagong,New Horizon
1987.0,,Cyprus,Bulk Carrier,Nats Emperor Shipping Limited  ,22540.0,7713125,24-Feb,Pitiousa Shipping S.A.,,Greece,Bangladesh,2015,Cyprus ,Pitiousa Shipping S.A.,Chittagong,Nats Emperor
1971.0,,Thailand,Product Tanker,P Ocean Shipping Company Limited  ,1203.0,7106281,07-Mar,Pink Transport & Trading Company Limited,,Thailand,Bangladesh,2015,Thailand ,Pink Transport & Trading Company Limited,Chittagong,P Ocean
1984.0,,Liberia,Bulk Carrier,Mikado Corporation,15977.0,8126367,02-May,Phocean Ship Agency Limited,,United Kingdom,Pakistan,2015,Barbados ,Phocean Ship Agency Limited,Gadani,Margo
1988.0,,Philippines,Roll on Roll Off,Philippine Span Asia Carrier Corporation ,4509.0,8817265,20-Nov,Philippine Span Asia Carrier Corporation ,,Philippines,Bangladesh,2015,Philippines ,Philippine Span Asia Carrier Corporation ,Chittagong,Span Asia 15
1985.0,,Norway,Seismographic Research,PGS Falcon AS  ,3649.0,8404551,29-Oct,PGS Geophysical AS,,Norway,Denmark,2015,Panama ,Petroleum Geo-Services ASA  ,Esbjerg,Falcon Explorer
1979.0,,Norway,Seismographic Research,PGS Falcon AS  ,4458.0,7805239,22-Aug,PGS Geophysical AS,,Norway,Denmark,2015,Bahamas ,Petroleum Geo-Services ASA  ,Esbjerg,Ocean Explorer
1993.0,,United Kingdom,General Cargo With Container Capacity,Arrow Seismic Investment IV Limited  ,2881.0,9042283,01-Feb,Petroleum Geo-Services ASA  ,,Norway,Denmark,2015,Bahamas ,Petroleum Geo-Services ASA  ,Esbjerg,Polar Sea
1989.0,,Brazil,Tanker,Petrobras Transporte S.A. (TRANSPETRO) ,39716.0,8617067,30-Jan,Petrobras Transporte S.A. (TRANSPETRO) ,,Brazil,Pakistan,2015,St. Kitts-Nevis,Petroleo Brasileiro S.A. - PETROBRAS & Departamento de Transporte - DETRAN ,Gadani,Pique
1996.0,,Liberia,Bulk Carrier,Filren Shipping Incorporated,63153.0,9105633,03-Mar,Eastern Pacific Shipping Private Limited  ,,Monaco,Bangladesh,2015,Liberia ,Quantum Pacific Shipping Group  ,Chittagong,Fernie
1996.0,,Singapore,Bulk Carrier,Kimbate Shipping Private Limited,85364.0,9113317,09-Feb,Eastern Pacific Shipping Private Limited  ,,Monaco,Bangladesh,2015,Singapore ,Quantum Pacific Shipping Group  ,Chittagong,Irfon
1996.0,,Liberia,Bulk Carrier,Kofaz Shipping Incorporated,85721.0,9113305,08-Feb,Eastern Pacific Shipping Private Limited  ,,Monaco,Bangladesh,2015,Liberia ,Quantum Pacific Shipping Group  ,Chittagong,Heythrop
1993.0,,Liberia,Bulk Carrier,Destarn Shipping Incorporated,81589.0,9035589,17-Feb,Eastern Pacific Shipping Private Limited  ,,Monaco,Pakistan,2015,Liberia ,Quantum Pacific Shipping Group,Gadani,Cape Eagle
1995.0,,Singapore,Bulk Carrier,Dirento Shipping Private Limited,81589.0,9077367,10-Feb,Eastern Pacific Shipping Private Limited  ,,Monaco,Bangladesh,2015,Singapore ,Quantum Pacific Shipping Group,Chittagong,Cape Osprey
1994.0,,Hong Kong,Bulk Carrier,Hui Hong Shipping Corporation  ,36546.0,9074107,27-Sep,Qingdao Huiquan Shipping Company,,China,India,2015,Panama ,Qingdao Huiquan Shipping Company,Alang,Hui Ping
1983.0,,Indonesia,General Cargo,PT. Meratus Line ,5014.0,8131166,04-Apr,PT. Meratus Line ,,Indonesia,India,2015,Indonesia,PT. Meratus Line ,Alang,Mahakam River
1985.0,,Indonesia,Tanker,PT Sabitha Triguna Mandiri ,53065.0,8124010,03-Dec,PT Sabitha Triguna Mandiri ,,Indonesia,Bangladesh,2015,St. Kitts-Nevis,PT Sabitha Triguna Mandiri ,Chittagong,Ken
1983.0,,Indonesia,Fully Cellular Containership,PT Container Maritime Activities,6676.0,8303331,19-Jan,PT Container Maritime Activities,,Indonesia,Turkey,2015,Togo ,PT Container Maritime Activities,Aliaga,Jasy
1990.0,,Panama,Liquid Petroleum Gas Carrier,Coral Merchant Shipping Incorporated,7946.0,8608456,25-Mar,Proteas Marine - JLT,,United Arab Emirates,India,2015,Panama ,Proteas Marine - JLT,Alang,Gas Coral
1979.0,,United Arab Emirates,Product Tanker,Byar Ali Petroleum Trading Incorporated  ,3082.0,7821491,21-Apr,Prince Shipping Services Company FZE  ,,United Arab Emirates,Pakistan,2015,St. Kitts-Nevis ,Prince Shipping Services Company FZE  ,Gadani,Zaizoom
1981.0,,United Arab Emirates,Product Tanker,Byar Ali Petroleum Trading Incorporated,1204.0,8327545,21-Apr,Prince Shipping Services Company FZE,,United Arab Emirates,Pakistan,2015,St. Kitts-Nevis ,Prince Shipping Services Company FZE,Gadani,Byar Ali
1977.0,,Marshall Islands,General Cargo,Prime Valley Maritime limited ,12750.0,7524213,22-Feb,Prime Valley Maritime limited ,,Marshall Islands,India,2015,Malta,Prime Valley Maritime limited ,Mumbai,Forest Costa Rica
1988.0,,Hong Kong,Combined Chemical And Oil Tanker,Target Shipping Limited,10985.0,8517035,15-Aug,Prime Cosmos Limited,,Hong Kong,Bangladesh,2015,Panama ,Prime Cosmos Limited,Chittagong,Yu Fu
1990.0,,Thailand,Bulk Carrier,Precious Oceans Limited  ,17066.0,8914738,19-Jun,Precious Shipping Public Company Limited  ,,Thailand,India,2015,Thailand ,Precious Shipping Public Company Limited  ,Alang,Boontrika Naree
1995.0,,Thailand,Bulk Carrier,Precious Minerals Limited ,18302.0,9116307,24-Dec,Precious Shipping Public Company Limited ,,Thailand,Bangladesh,2015,Thailand ,Precious Shipping Public Company Limited ,Chittagong,Sujitra Naree
1978.0,,Madeira,Pipe Layer,SAIPEM (Portugal) Comercio Maritimo Sociedade Unipessoal Limitada ,7678.0,8758483,18-Nov,SAIPEM (Portugal) Comercio Maritimo Sociedade Unipessoal Limitada ,,Italy,Turkey,2015,Bahamas ,SAIPEM (Societa Azionaria Italiana Perforazioni e Montaggi) S.p.A. ,Aliaga,S-355
1976.0,,Egypt,Drill Platform,Saipem Misr For Petroleum Services S.A.E.,12686.0,8754968,20-Jul,SAIPEM (Societa Azionaria Italiana Perforazioni e Montaggi) S.p.A.,,Italy,Turkey,2015,Madeira ,SAIPEM (Societa Azionaria Italiana Perforazioni e Montaggi) S.p.A.,Aliaga,Scarabeo 4
1988.0,,Liberia,Tanker,Ginkgo Limited ,26113.0,8609515,19-Jan,Sahara Mina LLC ,,United Arab Emirates,India,2015,Georgia,Sahara Mina LLC ,Alang,Asian
1985.0,,Hong Kong,Bulk Carrier,Key Charter Development Limited ,25768.0,8309696,10-Nov,Safiran Payam Darya (SAPID) Shipping Company ,,Iran,India,2015,Comoros ,Safiran Payam Darya (SAPID) Shipping Company ,Alang,Winner 
1986.0,,Hong Kong,Bulk carrier,Harvest Supreme Limited ,25770.0,8320183,16-Feb,Safiran Payam Darya (SAPID) Shipping Company ,,Iran,Inda,2015,Comoros ,Safiran Payam Darya (SAPID) Shipping Company ,Alang,Sam
1985.0,,Hong Kong,Bulk Carrier,Rui Fu Star Shipping Company Limited ,24395.0,8401341,29-Nov,Rui Fu Star Shipping Company Limited ,,Hong Kong,Bangladesh,2015,Panama,Rui Fu Star Shipping Company Limited ,Chittagong,Rui Fu Star
1975.0,,Brunei,Liquid Natural Gas Carrier,Brunei Shell Tankers Sendirian Berhad  ,52708.0,7347732,04-Dec,Shell International Trading & Shipping Company Limited (STASCO)  ,,United Kingdom,China,2015,Brunei ,Royal Dutch Shell plc  ,Zhoushan,Bilis
1975.0,,Brunei Darussalam,Liquid Natural Gas Carrier,Brunei Shell Tankers Sendirian Berhad,52708.0,7359785,23-Apr,Shell International Trading & Shipping Company Limited (STASCO)  ,,United Kingdom,China,2015,Brunei ,Royal Dutch Shell plc,Jiangyin,Bubuk
1986.0,,South Korea,Bulk Carrier,Ricsky Shipping S.A. ,23826.0,8500496,26-Sep,KD Ocean Company Limited ,,South Korea,Bangladesh,2015,Panama,Rics Shipping Company Limited ,Chittagong,Ricsky
1998.0,,Germany,Fully Cellular Containership,ms Alice Rickmers Schiffsbeteiligungs GmbH & CompanyKG,26131.0,9152765,30-Dec,Rickmers Reederei GmbH & Cie KG ,,Germany,India,2015,Liberia,Rickmers Reederei GmbH & Cie KG ,Alang,Alice Rickmers
1998.0,,Germany,Fully Cellular Containership,ms Andre Rickmers Schiffsbeteilgungs GmbH & CompanyKG,26131.0,9152789,25-Dec,Rickmers Reederei GmbH & Cie KG ,,Germany,India,2015,Comoros ,Rickmers Reederei GmbH & Cie KG ,Alang,Andi   
1998.0,,Marshall Islands,Fully Cellular Containership,Helene Navigation Company Limited ,16801.0,9144158,28-Mar,Rickmers Reederei GmbH & Cie KG ,,Germany,India,2015,Marshall Islands,Rickmers Reederei GmbH & Cie KG ,Alang,Helene Rickmers
1973.0,,Marshall Islands,General Cargo With Container Capacity,Focus Marine Co  ,2767.0,7386946,05-Jun,Rezkozan Impex,,Romania,Turkey,2015,Sierra Leone ,Rezkozan Impex,Aliaga,Sunrise R.
1979.0,,India,Standby Safety Vessel,Raj Shipping Agencies Limited ,1143.0,7909188,05-Mar,Raj Shipping Agencies Limited ,,India,India,2015,India,Raj Shipping Agencies Limited ,Mumbai,Offshore Defender
1989.0,,Singapore,Chemical Tanker,Marianna Shipping Company Private Limited,18453.0,8618231,22-May,Raffles Shipmanagement Services Private Limited  ,,Singapore,India,2015,Tuvalu ,Raffles Shipping Corporation Private Limited,Alang,Theresa Pelintung
1991.0,,China,Fully Cellular Containership,Quanzhou An Sheng Shipping Company Limited ,36627.0,9005259,06-Jul,Quanzhou An Sheng Shipping Company Limited ,,China,China,2015,China ,Quanzhou An Sheng Shipping Company Limited ,Xinhui,Renjian Yi
1984.0,,Argentina,Bulk carrier,Argenmar S.A. ,14147.0,8309153,20-Feb,Segmar Limited ,,Argentina,India,2015,Panama,Segmar Limited ,Alang,Genmar
1983.0,,Belize,Trawler (All Types),Seefelder Company Limited,825.0,8304218,08-Jun,Seefelder Company Limited,,Belize,South Korea ,2015,Cambodia,Seefelder Company Limited,Busan,Peregrino
1983.0,,Tuvalu,Roll On Roll Off With Container Capacity,Nerei Shipping Limited,9330.0,7721392,24-Jan,Seaservice Shipping Company Limited (Morskoy Servis),,Russia,Bangladesh,2015,Cook Islands ,Seaservice Shipping Company Limited (Morskoy Servis),Chittagong,Perun
1977.0,,United States of America,General Cargo With Container Capacity,Fortune Maritime LLC.  ,18296.0,7515339,19-Jun,Sealift Incorporated  ,,United States of America,India,2015,United States of America,Sealift Incorporated,Alang,Advantage
1992.0,,Liberia,Fully Cellular Containership,Nesco Maritime Corporation ,8939.0,9000704,05-Feb,SeaHorse Denizcilik ve Muhendislik Ticaret Limited Sirketi ,,Turkey,India,2015,Liberia,SeaHorse Denizcilik ve Muhendislik Ticaret Limited Sirketi ,Alang,Aqua Star
1981.0,,Marshall Islands,Bulk carrier,Seagull Shipping ,11412.0,8014382,13-Mar,Seagull Shipping ,,Marshall Islands,India,2015,Panama,Seagull Shipping ,Alang,Seagull D.
1992.0,,Singapore,Fully Cellular Containership,Virginia Key Private Limited ,21053.0,9006514,22-Feb,Seachange Maritime (Singapore) Private Limited ,,United States of America,India,2015,Singapore,SeaChange Maritime LLC ,Alang,Santa Rosa
1994.0,,Marshall Islands,Bulk Carrier,Glory Apollo Limited  ,77372.0,9072044,08-Jan,Sea Star Ships Management Company Limited  ,,China,Bangladesh,2015,Panama ,Sea Star Ships Management Company Limited  ,Chittagong,Glory Apollo
1994.0,,Panama,Bulk Carrier,Sea Pioneer Marine Corporation,77132.0,9044322,29-Jul,Sea Pioneer Marine Corporation,,Panama,Bangladesh,2015,St. Kitts-Nevis ,Sea Pioneer Marine Corporation,Chittagong,Pioneer
1984.0,,Liberia,Bulk Carrier,Prelude Shipping S.A.,14147.0,8309141,18-Jul,Sea Hawk Maritime S.A.,,Greece,India,2015,Liberia ,Sea Hawk Maritime S.A.,Alang,Prelude
1996.0,,Germany,Fully Cellular Containership,ms Macaro Tom Worden GmbH & Company KG ,15929.0,9129809,25-Mar,Navalis Shipping GmbH & Company KG ,,Germany,India,2015,Palau,Schiffahrtskontor Tom Worden GmbH & Company KG ,Alang,Mac
1969.0,,United Arab Emirates,Bunkering Tanker,Sanjeeb & Marine Service LLC ,1452.0,7011149,12-Oct,Sanjeeb & Marine Service LLC ,,United Arab Emirates,Pakistan,2015,Palau,Sanjeeb & Marine Service LLC ,Gadani,Sea Czar
1983.0,,Ghana,Product Tanker,Saltpond Offshore Producing Company Limited ,8763.0,7726225,16-Oct,Saltpond Offshore Producing Company Limited ,,Ghana,Turkey,2015,Ghana,Saltpond Offshore Producing Company Limited ,Aliaga,Bonsu-Q
1976.0,,India,Anchor Handling / supply,Star Matrix Limited ,1356.0,7422312,02-Mar,SALS Shipping Private Limited ,,India,India,2015,Panama,SALS Shipping Private Limited ,Mumbai,Golfo de Bengala
1995.0,,Tuvalu,Bulk carrier,Salgaocar Asia Private Limited ,55610.0,9123350,05-Feb,Salgaocar Mining Industries Private Limited ,,India,India,2015,Tuvalu,Salgaocar Mining Industries Private Limited ,Alang,India Coal Maru
